price,quantity,timestamp,buy_or_sell,limit_or_market,
570.22000,0.03100000,1527828500.8111,b,m,
570.22000,1.39044807,1527828500.8149,b,m,
570.22000,5.99000000,1527828502.919,b,l,
570.22000,1.00000000,1527828503.3046,b,m,
570.34000,0.03200000,1527828504.0158,b,l,
570.37000,0.02000000,1527828504.0193,b,l,
570.75000,1.15000000,1527828504.0218,b,l,
570.76000,0.02500000,1527828504.0243,b,l,
571.17000,5.00000000,1527828517.1044,s,l,
571.17000,0.17000000,1527828517.1209,s,l,
571.18000,0.05072840,1527828519.5756,s,l,
571.18000,5.00000000,1527828519.584,s,l,
571.18000,1.00927160,1527828519.6154,s,l,
571.56000,5.00000000,1527828562.9775,b,m,
571.64000,0.02700000,1527828562.9928,b,m,
571.90000,0.00000862,1527828562.9963,b,m,
571.90000,0.13710938,1527828562.9999,b,m,
572.00000,4.83588200,1527828563.0028,b,m,
571.33000,0.51493000,1527828623.6485,s,m,
571.71000,0.40000000,1527828799.6883,b,m,
571.35000,16.95400000,1527828910.6849,s,l,
571.35000,0.50000000,1527828910.7097,s,l,
571.35000,2.54600000,1527828910.7121,s,l,
571.35000,4.15750000,1527828910.7144,s,l,
571.35000,0.75506100,1527828911.8028,s,l,
571.35000,15.08743900,1527828911.8076,s,l,
571.35000,8.79923455,1527828911.8096,s,l,
571.35000,11.20076545,1527828911.8117,s,l,
571.35000,3.93700000,1527828911.8139,s,l,
571.35000,6.00000000,1527828911.8161,s,l,
571.35000,0.06300000,1527828911.8185,s,l,
571.35000,1.71946818,1527828911.8209,s,l,
571.35000,0.71327821,1527828911.8231,s,l,
571.35000,7.56725361,1527828911.8251,s,l,
571.35000,33.66265070,1527828911.8284,s,l,
571.33000,0.02625450,1527828911.8316,s,l,
571.30000,0.02000000,1527828922.8054,b,l,
571.30000,0.02000000,1527828922.8284,b,l,
571.31000,0.80168180,1527828922.8344,b,l,
571.36000,0.03400000,1527828928.3553,b,l,
571.49000,0.02700000,1527828937.8786,b,l,
571.70000,0.02500000,1527828965.1182,b,l,
571.79000,0.11631208,1527829023.3281,s,l,
571.78000,14.12468792,1527829023.3541,s,l,
571.78000,21.16100892,1527829031.1895,s,l,
571.45000,5.00000000,1527829065.8294,s,l,
571.23000,0.29151945,1527829065.861,s,l,
571.22000,5.07300000,1527829065.8677,s,l,
571.00000,2.00000000,1527829080.8596,b,l,
571.00000,7.63548055,1527829095.9051,b,l,
571.12000,6.99000000,1527829151.6406,s,l,
571.02000,0.43649533,1527829151.6507,s,l,
571.00000,0.69766510,1527829151.6556,s,l,
571.00000,0.89182552,1527829151.659,s,l,
571.00000,7.34000000,1527829152.8069,b,l,
571.00000,6.64401405,1527829153.5174,b,l,
571.95000,0.02500000,1527829169.985,b,m,
571.96000,0.02800000,1527829170.0122,b,m,
571.96000,0.02300000,1527829170.0171,b,m,
571.96000,0.03200000,1527829170.0197,b,m,
572.00000,0.01600000,1527829170.0232,b,m,
571.31000,0.20000000,1527829276.4092,b,m,
571.87000,0.39906816,1527829308.9091,b,l,
571.96000,0.40535802,1527829309.2321,b,l,
572.00000,0.72660921,1527829310.9095,b,l,
572.00000,1.42150879,1527829338.6185,b,l,
572.00000,7.00000000,1527829338.6212,b,l,
572.42000,0.02500000,1527829451.5492,b,l,
572.48000,0.03000000,1527829451.5522,b,l,
572.49000,0.02300000,1527829451.5548,b,l,
572.50000,0.04100000,1527829451.5574,b,l,
572.51000,0.02800000,1527829451.5603,b,l,
572.52000,0.03200000,1527829451.5629,b,l,
572.53000,0.02100000,1527829451.5653,b,l,
572.54000,0.03000000,1527829451.5679,b,l,
572.65000,0.02000000,1527829465.0916,b,l,
572.67000,0.85540253,1527829467.4077,b,l,
572.93000,0.06300000,1527829515.6998,b,l,
572.97000,0.03000000,1527829515.7513,b,l,
572.99000,0.03200000,1527829515.7541,b,l,
573.00000,0.37500000,1527829515.7574,b,l,
572.93000,0.20778990,1527829532.7871,s,l,
572.43000,2.85600000,1527829538.6175,s,l,
572.39000,1.88000000,1527829539.6043,s,l,
571.77000,0.41919137,1527829549.6709,s,l,
571.74000,2.00000000,1527829552.857,b,l,
571.61000,5.00000000,1527829572.3659,b,l,
571.62000,14.24100000,1527829572.371,b,l,
571.62000,0.02300000,1527829572.9921,s,l,
571.59000,0.02000000,1527829629.7112,b,l,
571.72000,0.12797685,1527829630.1343,b,l,
571.96000,0.06000000,1527829631.6603,b,l,
571.97000,0.02500000,1527829631.6635,b,l,
572.53000,0.51000000,1527829716.2468,b,m,
572.29000,0.37536290,1527829819.5319,s,l,
572.52000,5.00000000,1527829846.987,b,m,
572.52000,2.00000000,1527829847.0195,b,m,
572.52000,3.00000000,1527829847.0232,b,m,
572.54000,0.03400000,1527829847.0262,b,m,
572.80000,3.96600000,1527829847.0295,b,m,
572.12000,0.85885886,1527829895.8199,b,l,
572.12000,0.39214114,1527829897.3333,b,l,
572.23000,0.02300000,1527829897.3379,b,l,
572.23000,0.03400000,1527829897.3406,b,l,
572.24000,0.02300000,1527829897.3431,b,l,
572.33000,0.02300000,1527829897.3455,b,l,
572.34000,0.02500000,1527829897.348,b,l,
572.35000,1.04142042,1527829897.3512,b,l,
572.27000,1.00000000,1527830151.173,s,m,
572.29000,0.03200000,1527830185.3344,b,l,
572.30000,0.02500000,1527830188.2413,b,l,
572.32000,0.03400000,1527830188.2467,b,l,
572.33000,0.03200000,1527830188.2494,b,l,
572.50000,0.02500000,1527830188.252,b,l,
572.51000,0.02800000,1527830188.2552,b,l,
572.52000,4.06500312,1527830188.2585,b,l,
572.39000,0.97664064,1527830259.0997,b,l,
572.39000,0.33909678,1527830261.6012,b,l,
572.40000,5.00000000,1527830304.5352,s,m,
572.40000,22.44300000,1527830304.5472,s,m,
572.40000,5.00000000,1527830304.5505,s,m,
572.35000,2.55700000,1527830304.5535,s,m,
572.35000,2.44300000,1527830304.5573,s,m,
572.34000,2.05671156,1527830304.5606,s,m,
572.34000,0.50028844,1527830304.5648,s,m,
572.41000,0.02000000,1527830317.7164,b,m,
572.41000,0.00700000,1527830320.3043,b,l,
572.80000,0.02000000,1527830320.3159,b,l,
572.80000,0.03800000,1527830563.1218,b,m,
572.97000,0.02500000,1527830563.1316,b,m,
573.00000,0.62568456,1527830563.1354,b,m,
573.17000,0.02000000,1527830563.1389,b,m,
573.18000,0.03000000,1527830563.1417,b,m,
573.18000,0.03200000,1527830563.1447,b,m,
573.19000,0.02700000,1527830563.1474,b,m,
573.20000,0.00000862,1527830563.1506,b,m,
573.20000,0.14270538,1527830563.1536,b,m,
573.32000,0.02100000,1527830563.1563,b,m,
573.32000,0.70000000,1527830563.1598,b,m,
573.33000,0.02800000,1527830563.1631,b,m,
573.35000,0.02800000,1527830563.1663,b,m,
573.47000,0.02700000,1527830563.1695,b,m,
573.48000,0.16000000,1527830563.1736,b,m,
573.57000,13.79346528,1527830563.1769,b,m,
573.57000,0.62497754,1527830563.1801,b,m,
573.57000,23.67715862,1527830563.1824,b,m,
573.57000,0.10526500,1527830563.1945,b,m,
572.80000,0.19408713,1527830593.8374,s,l,
572.71000,0.34179262,1527830593.859,s,l,
572.99000,2.21700000,1527830675.9939,b,m,
573.10000,0.11646616,1527830676.0035,b,m,
573.16000,0.11674636,1527830676.0068,b,m,
573.18000,2.04978748,1527830676.0101,b,m,
573.06000,0.00100000,1527830679.6074,b,m,
572.97000,0.06916332,1527830823.0996,s,l,
572.22000,0.04268487,1527830927.9856,s,m,
572.21000,0.05731513,1527830927.9917,s,m,
572.89000,0.10943334,1527831067.8387,s,l,
