timestamp,price,predicted
1.4951196E12,93.49501771930225,93.16459110474715
1.4951232E12,93.55540038410567,93.50401251237318
1.4951268E12,94.47418064502287,94.28072363021197
1.4951304E12,95.11422694813047,95.12483566402155
1.495134E12,95.66052574148662,95.53948907115415
1.4951376E12,95.74313182555666,95.8199146914951
1.4951412E12,95.44326801177937,95.46342360452769
1.4951448E12,95.06955292002158,95.12592884622958
1.4951484E12,95.99333287086094,95.92396288447799
1.495152E12,96.73559149065522,96.50090340852344
1.4951556E12,100.75725238353454,99.63853277645151
1.4951592E12,103.27235570075842,102.91671645368683
1.4951628E12,104.55963664946198,104.56282791269638
1.4951664E12,103.35346540020636,103.63056681931832
1.49517E12,104.41485393615385,104.08294389874294
1.4951736E12,105.68301857353411,105.60746376794079
1.4951772E12,108.24726987113036,107.52607982236276
1.4951808E12,111.67376469385128,111.50595591713244
1.4951844E12,111.37551499131735,110.98262171442937
1.495188E12,111.94772261556132,112.50409940798795
1.4951916E12,110.24577099134444,110.22721791528375
1.4951952E12,112.0942906274279,111.69136957687533
1.4951988E12,111.51282786315227,111.69012504868199
1.4952024E12,112.38690779366262,112.2282525758841
1.495206E12,114.41665165689712,114.06467433141478
1.4952096E12,115.88038542215529,115.5714065842063
1.4952132E12,118.48296367623195,118.01908945056589
1.4952168E12,117.3116653889779,117.56576411440284
1.4952204E12,117.97294587874413,117.80110095544786
1.495224E12,120.13339501666947,119.55542388788113
1.4952276E12,122.99058673247761,122.1845416372792
1.4952312E12,126.09643586901102,126.38592028565988
1.4952348E12,123.67060721913577,123.84274984956656
1.4952384E12,126.47694729244263,125.92210281117949
1.495242E12,126.51955213601167,126.63079743943794
1.4952456E12,126.37404119307857,126.32672517129153
1.4952492E12,127.23231340793983,127.1904793080053
1.4952528E12,124.80816213159022,125.30694193295025
1.4952564E12,122.61892048310521,122.92972245801806
1.49526E12,121.73787513428445,121.58035538888984
1.4952636E12,123.58505116293033,123.70516836752249
1.4952672E12,123.88953042189212,123.48471507861385
1.4952708E12,124.61568882731235,124.90560677956846
1.4952744E12,123.15868484690647,123.34929459686936
1.495278E12,121.96878658378782,122.08682388332745
1.4952816E12,123.51281286711301,123.12418969259889
1.4952852E12,122.65848294591105,123.24914762777188
1.4952888E12,122.7843825076393,122.37428452749558
1.4952924E12,123.82368178371195,123.56222622634341
1.495296E12,124.70024653426364,124.64589826122872
1.4952996E12,124.12038839191516,124.3239216835413
1.4953032E12,124.65647377170453,124.34666779857865
1.4953068E12,125.5738130932812,125.68871815906977
1.4953104E12,125.02561725862202,125.07076685000202
1.495314E12,124.62108434060866,124.73706690495176
1.4953176E12,124.63079685189106,124.63815413641937
1.4953212E12,123.79088202163476,124.13314615043079
1.4953248E12,122.32071201675747,122.41296212754881
1.4953284E12,123.44820914596079,123.0877231564436
1.495332E12,123.908179893142,123.80015317273595
1.4953356E12,124.3499769920596,124.44127366372028
1.4953392E12,124.18256944845703,124.18945044787428
1.4953428E12,124.37684845868003,124.4240032178295
1.4953464E12,124.3173022471833,124.22469468718529
1.49535E12,126.19057209590805,125.41668005128432
1.4953536E12,131.42111243732225,130.8782085061251
1.4953572E12,130.60754727206233,130.75528456124155
1.4953608E12,132.91665114584939,132.05060349460803
1.4953644E12,137.6131870265409,137.26720789732082
1.495368E12,133.4691365965499,134.3869429291778
1.4953716E12,133.0782662261537,132.6978385307686
1.4953752E12,135.07798944871752,135.0119966695119
1.4953788E12,135.4957232956407,135.34365770283492
1.4953824E12,137.17726454807266,136.67002349571288
1.495386E12,138.5877074484002,138.47001730901812
1.4953896E12,139.35835125869716,139.10440920444884
1.4953932E12,139.91419892857363,140.0457449878158
1.4953968E12,138.61001250846576,138.52425601343467
1.4954004E12,141.4527995904186,141.10467307224522
1.495404E12,142.43962345444308,142.32633178987564
1.4954076E12,144.72654277829653,144.37256114788477
1.4954112E12,143.8328507365433,144.16352972136303
1.4954148E12,144.73326796554676,144.22465417225365
1.4954184E12,147.878076977627,147.88971754655253
1.495422E12,145.64566513646227,145.51875441940038
1.4954256E12,148.0686796173082,147.4674271482753
1.4954292E12,151.8140173897031,151.12546795514982
1.4954328E12,155.7385615076658,155.21649426281024
1.4954364E12,161.8417961801737,160.0893717176019
1.49544E12,166.86625626476015,168.76317821506072
1.4954436E12,163.38462570888757,161.85979075119837
1.4954472E12,167.44395680287636,166.79811224155935
1.4954508E12,166.2519698149039,166.73582158164206
1.4954544E12,169.33952863439737,168.11426687811908
1.495458E12,173.45203153601108,173.64903861742292
1.4954616E12,167.3305552029331,168.53580386413418
1.4954652E12,166.9662366274229,166.71913287295234
1.4954688E12,163.07867100426503,163.30716412380778
1.4954724E12,162.61918909782432,162.74000549389632
1.495476E12,168.6083522728703,167.7429140537903
1.4954796E12,166.9418600221305,167.3192088227054
1.4954832E12,164.0501818529327,164.706185566752
1.4954868E12,160.34049137548755,161.28796126818284
1.4954904E12,148.57160509417906,151.738358623121
1.495494E12,149.64241593716355,147.02625442196296
1.4954976E12,156.19788503517876,156.2579695943104
1.4955012E12,153.0265083212409,153.3151877844435
1.4955048E12,153.88770673562118,153.01084209265852
1.4955084E12,159.69804906748416,159.09894400701384
1.495512E12,160.61460647749078,160.5979327367546
1.4955156E12,162.5325552154625,162.25817935132866
1.4955192E12,162.53770330195917,162.48746960471917
1.4955228E12,162.7367237073418,162.93375092201003
1.4955264E12,158.44764815857027,159.214401749622
1.49553E12,156.35234582336486,157.04432769377576
1.4955336E12,155.99171595143102,155.59482197581488
1.4955372E12,157.97530190543654,157.60162623047066
1.4955408E12,158.40222368710945,158.73854767922842
1.4955444E12,155.18067827844067,155.45391267922136
1.495548E12,158.12574590668012,157.36574234767372
1.4955516E12,165.33785346689393,164.27698162503876
1.4955552E12,164.25956740790795,164.48523001265337
1.4955588E12,163.55284903774552,164.06669523467028
1.4955624E12,162.57872917626972,162.45214761598663
1.495566E12,161.55925798950332,161.732676784199
1.4955696E12,162.3600089692233,162.1824310166282
1.4955732E12,161.6435795865649,161.90942552549828
1.4955768E12,163.17981957626426,162.59150965058126
1.4955804E12,166.80557882157595,166.4726537341782
1.495584E12,167.5958147432863,167.233957307025
1.4955876E12,168.48652546266595,168.71296574340025
1.4955912E12,169.71245085541423,169.13613456263946
1.4955948E12,171.91629155979533,171.4914546270907
1.4955984E12,176.5586690205907,175.62265696490275
1.495602E12,181.22931215456683,180.8487468434415
1.4956056E12,180.62995955187066,180.63343384374437
1.4956092E12,182.8825502834819,182.4748196266466
1.4956128E12,182.38652998088358,182.68619711406936
1.4956164E12,180.98025308829364,180.97606720602113
1.49562E12,182.21843008325592,181.86288042925008
1.4956236E12,189.68362106825435,188.51872518516925
1.4956272E12,193.79804261141288,192.95965751276492
1.4956308E12,195.12028135833023,195.4289858818003
1.4956344E12,187.84128383074454,188.69330583148155
1.495638E12,188.3723445091524,188.34815145596767
1.4956416E12,188.66517468981908,188.57855698008572
1.4956452E12,188.60656138442198,189.049035888683
1.4956488E12,186.62293216382193,186.76091425106634
1.4956524E12,187.42796574276872,187.33086722918367
1.495656E12,185.80376593545762,185.51629315584492
1.4956596E12,189.9572479737899,189.00907135780508
1.4956632E12,190.48349449825008,191.2775894470648
1.4956668E12,186.24448657019119,186.80912224951305
1.4956704E12,189.05880489889935,188.35432424775112
1.495674E12,186.60229658965142,187.31826471442122
1.4956776E12,193.57091725662136,191.3143571222861
1.4956812E12,197.05512065794963,197.58754501573867
1.4956848E12,194.29098804609035,195.1860565501801
1.4956884E12,191.1876706702439,190.51906515645754
1.495692E12,192.91356625073905,193.4724887907655
1.4956956E12,193.16425073918387,192.72694241049047
1.4956992E12,196.79197676634007,196.18787557200883
1.4957028E12,196.62298783999452,196.64293281967795
1.4957064E12,197.438737162883,197.39362625735419
1.49571E12,197.36439904570395,197.3599055256138
1.4957136E12,201.1374034263254,199.89054339629928
1.4957172E12,204.3590527250822,204.824577708249
1.4957208E12,200.17238860967095,200.67556625449
1.4957244E12,199.0170071678288,199.21020307814834
1.495728E12,191.22197589681596,193.3863105931642
1.4957316E12,174.87699185476362,175.42860921662847
1.4957352E12,182.39633013208285,181.76232763858704
1.4957388E12,176.11531760252203,177.83094663312664
1.4957424E12,177.15347828959193,176.70341281188652
1.495746E12,183.79377634433453,182.75194163266852
1.4957496E12,181.0702587536032,181.98012745855368
1.4957532E12,170.6807275849517,171.8285481613422
1.4957568E12,174.38952227789252,173.72350252235265
1.4957604E12,174.08473394667305,174.3154559708883
1.495764E12,174.53308883188183,174.63215962198421
1.4957676E12,175.3160948808316,174.647166036896
1.4957712E12,179.1577183933634,179.3666643133821
1.4957748E12,180.76321270214916,179.92076425389706
1.4957784E12,180.94527557929072,181.35940559520557
1.495782E12,181.4802485261034,181.00151164386463
1.4957856E12,188.34763215112937,187.06951476779824
1.4957892E12,188.9860686771637,189.33627000247205
1.4957928E12,188.8329485940079,188.60364489281795
1.4957964E12,189.8254499732976,189.8101696436588
1.4958E12,188.1630424690138,188.51120754906904
1.4958036E12,183.95937284661483,185.52783241121662
1.4958072E12,178.07687236550467,177.97200269697123
1.4958108E12,177.16898119072974,177.33516586231116
1.4958144E12,178.93766772012347,179.2521728353505
1.495818E12,172.24800543594435,173.60293977868463
1.4958216E12,163.04945059863337,164.82040705220348
1.4958252E12,156.43470203188866,154.53155627954732
1.4958288E12,164.37223567745133,165.06691515265726
1.4958324E12,160.62092941852922,162.33226562174224
1.495836E12,156.3497167845149,155.8390713505034
1.4958396E12,159.71625024145837,159.65956626551477
1.4958432E12,159.01962193595762,158.45446006104692
1.4958468E12,163.82583305574448,163.3843422638119
1.4958504E12,162.282100562128,163.0202363909059
1.495854E12,154.423395975491,155.23042021625454
1.4958576E12,147.41134423814535,148.41259657562549
1.4958612E12,142.07836482920538,143.97312746137297
1.4958648E12,135.26835639513345,134.06762608960142
1.4958684E12,142.11909234004617,142.35680557877504
1.495872E12,137.42251164756925,138.3414805030408
1.4958756E12,126.40655843750119,128.8596880865958
1.4958792E12,122.95589610968776,122.52205362805653
1.4958828E12,134.43502234336214,130.71283725900116
1.4958864E12,148.78645093272965,148.08084979662488
1.49589E12,146.39729120603792,146.8639134365918
1.4958936E12,145.63764988892333,146.07044702690257
1.4958972E12,146.86345421569482,145.2146553879259
1.4959008E12,156.1960485573617,156.57284167593446
1.4959044E12,154.55465439885933,153.74361252819008
1.495908E12,154.4862986546772,155.04910261816693
1.4959116E12,154.9099782102563,154.40101306220996
1.4959152E12,148.68083278541118,150.38614213976794
1.4959188E12,142.47121794350744,142.64293826431884
1.4959224E12,148.50274264735071,147.75059497419463
1.495926E12,150.0179107472566,149.28209119735777
1.4959296E12,156.37887088580234,155.62875366222667
1.4959332E12,156.77945632969366,157.1832937303957
1.4959368E12,158.84094998875972,157.9199134690571
1.4959404E12,165.48210995613783,164.2435503299191
1.495944E12,168.2282826479286,168.46132911091462
1.4959476E12,166.57008801762478,166.6047712232859
1.4959512E12,170.43550443902424,169.67587926670834
1.4959548E12,175.321165123468,174.5619257873699
1.4959584E12,176.55358727887628,176.45326838661654
1.495962E12,178.21901675137033,177.97246158425983
1.4959656E12,174.36214993626496,175.7257663919233
1.4959692E12,171.87727328199463,171.49286396852324
1.4959728E12,172.48851444434757,172.5686892216566
1.4959764E12,169.27909709899984,170.42097669290195
1.49598E12,164.7914053529294,165.05332770718158
1.4959836E12,158.03316772319806,158.7023693713806
1.4959872E12,159.85335297077697,159.4821049728586
1.4959908E12,162.66389726869252,162.55613579727185
1.4959944E12,162.21760982859558,162.1959809012634
1.495998E12,160.7529027849601,161.25156084996615
1.4960016E12,158.57690488821098,158.54840566266327
1.4960052E12,162.59508678927813,161.8755055956867
1.4960088E12,165.56956116170926,165.3226439017725
1.4960124E12,167.820848494303,167.52216896218255
1.496016E12,167.31202509337209,167.33117893991218
1.4960196E12,166.73584352498838,167.02657949554953
1.4960232E12,165.1160879348489,165.6464953054503
1.4960268E12,162.88396172836156,162.45466193834116
1.4960304E12,164.17096829664953,164.34547933490094
1.496034E12,165.07113153105848,164.7321570185384
1.4960376E12,165.06669886598638,165.08713126131488
1.4960412E12,167.65047824891616,167.26274961349947
1.4960448E12,170.22287779945293,169.83708439880158
1.4960484E12,172.91427983305655,172.4036054207915
1.496052E12,174.7744665052623,174.24725900866858
1.4960556E12,175.18557358771784,175.81884067722936
1.4960592E12,175.07618993151436,174.7072666416985
1.4960628E12,174.53377653791983,174.65510446133018
1.4960664E12,175.42594496689102,174.9359809859801
1.49607E12,179.35723456566976,178.4266577621737
1.4960736E12,182.4817153188849,182.62055686969205
1.4960772E12,181.75733259192117,181.82643225798017
1.4960808E12,185.17585844956824,184.06852205374264
1.4960844E12,186.15901595398915,186.5702492395963
1.496088E12,188.76320590852507,187.99616416091035
1.4960916E12,194.30371730355162,193.42059609538532
1.4960952E12,194.36329221019773,194.6139002773449
1.4960988E12,191.422568426132,191.52981501280163
1.4961024E12,189.7734825244334,190.34727074753496
1.496106E12,191.5836870094051,190.89714178151476
1.4961096E12,194.28099345586887,194.055939538807
1.4961132E12,196.69510448689158,196.03188161810638
1.4961168E12,204.08799020679896,202.25501302864672
1.4961204E12,205.0639531677761,205.9305585793948
1.496124E12,206.94078636119764,206.18710540558317
1.4961276E12,211.40733011370287,210.63850676863595
1.4961312E12,210.57985626925958,211.5866200012104
1.4961348E12,208.65592070853006,208.3253247102437
1.4961384E12,206.83223290130303,207.3460567364306
1.496142E12,208.6503153555297,208.07047538964164
1.4961456E12,209.41819456786087,209.59719893236823
1.4961492E12,206.93009601305837,207.38468148034013
1.4961528E12,201.02132872926038,202.8175397715044
1.4961564E12,199.7798189282502,198.60405339800053
1.49616E12,203.22522501950615,203.0911311277862
1.4961636E12,201.61721878719788,201.69542332132647
1.4961672E12,205.61294463727864,204.68926215049984
1.4961708E12,210.5381907265942,209.83274661429564
1.4961744E12,214.8058410373366,214.1727221142582
1.496178E12,220.1004089258201,218.87069929735642
1.4961816E12,221.81359374105082,221.20505218907005
1.4961852E12,226.77622450460834,226.4858296506231
1.4961888E12,226.43206527607495,226.42744970573526
1.4961924E12,225.81921683014556,226.66652180349612
1.496196E12,223.1249204527142,222.74246494584108
1.4961996E12,226.07713799354417,226.1709621407884
1.4962032E12,223.87823670135018,223.85616942588283
1.4962068E12,216.35156226710208,218.54653880924113
1.4962104E12,216.30127566627982,215.29398427146674
1.496214E12,217.63234991115996,217.38990286381707
1.4962176E12,223.1156084545285,221.94384872970147
1.4962212E12,223.284380122662,223.44871370211024
1.4962248E12,223.6831288578814,223.40900995459486
1.4962284E12,229.48966187705525,228.0771200301401
1.496232E12,228.82963378896994,229.59910664657957
